theta_deg,phase,u_from_high_turn_deg,E_x,E_y,candidate_projected_velocity,candidate_velocity_normalized,target_velocity,target_velocity_normalized
193.75,long_regular,194.93818720333473,4.063187544031156,-1.2558390172890022,0.5726458857894375,0.3076660456451411,0.3137888503554481,0.9899950060461407
194.0,long_regular,195.18818720333473,4.064395404580106,-1.253013114064904,0.5791447933885296,0.3111577204334256,0.31527853240991044,0.9946949110709484
194.25,long_regular,195.43818720333473,4.065621538578261,-1.2501541241963485,0.5856787911423843,0.31466824814534894,0.31675243090863064,0.9993450194208756
194.5,long_regular,195.68818720333473,4.066865819910496,-1.247261917964332,0.5922477243341703,0.3181975456560396,0.3182104485179599,1.0039450240109948
194.75,long_regular,195.93818720333473,4.068128120953524,-1.244336366676622,0.5988514346241877,0.3217455278941637,0.31965249002199414,1.0084946244378041
195.0,long_regular,196.18818720333473,4.069408312578112,-1.2413773426836023,0.6054897600550595,0.3253121078447143,0.3210784623225741,1.012993526979227
195.25,long_regular,196.43818720333473,4.070706264151511,-1.2383847193940127,0.6121625350576099,0.3288971965521696,0.322488274439285,1.0174414445946112
195.5,long_regular,196.68818720333473,4.072021843540114,-1.235358371290629,0.6188695904574287,0.3325007031240197,0.323881837509457,1.02183809692473
195.75,long_regular,196.93818720333473,4.073354917112326,-1.2322981739458645,0.6256107534821261,0.3361225347346645,0.3252590647881646,1.026183210291781
196.0,long_regular,197.18818720333473,4.074705349741653,-1.2292040040372822,0.6323858477692786,0.3397625966296829,0.3266198716482272,1.0304765176993873
196.25,long_regular,197.43818720333473,4.0760730048100084,-1.2260757393630497,0.6391946933750687,0.3434207921304745,0.32796417558020885,1.0347177588325969
196.50000000000003,long_regular,197.68818720333476,4.077457744211252,-1.222913258857253,0.6460371067836185,0.3470970226392743,0.3292918961924182,1.0389066800578821
196.75,long_regular,197.93818720333473,4.078859428354923,-1.2197164426051788,0.6529129009170188,0.35079118764454104,0.33060295521090854,1.0430430344231405
197.0,long_regular,198.18818720333473,4.080277916170235,-1.2164851718584662,0.6598218851460544,0.35450318472671977,0.33189727647947814,1.0471265816576956
197.25,long_regular,198.43818720333473,4.081713065110257,-1.2132193290501698,0.6667638653016248,0.3582329095643775,0.33317478595966943,1.051157088172294
197.5,long_regular,198.68818720333473,4.083164731156337,-1.2099187978097197,0.6737386436868625,0.3619802559407144,0.33443541173077007,1.0551343270591091
197.75000000000003,long_regular,198.93818720333476,4.084632768822735,-1.2065834629777954,0.6807460190899466,0.3657451157504479,0.33567908398981205,1.0590580780917382
198.0,long_regular,199.18818720333473,4.086117031161503,-1.2032132106210538,0.6877857867976114,0.36952737900707067,0.33690573505157206,1.0629281277252036
198.25,long_regular,199.43818720333473,4.087617369767557,-1.1998079280467935,0.6948577386093506,0.373326933850482,0.3381152993485716,1.0667442690959528
198.5,long_regular,199.68818720333473,4.089133634784005,-1.1963675038174588,0.701961662852313,0.37714366655499065,0.3393077134310767,1.070506302021858
198.75,long_regular,199.93818720333473,4.090665674907674,-1.1928918277650666,0.7090973443968912,0.38097746153769074,0.340482915967098,1.074214033002216
199.0,long_regular,200.18818720333473,4.0922133373948695,-1.1893807910054979,0.7162645646729997,0.3848282013672069,0.3416408477423914,1.0778672752177507
199.25,long_regular,200.43818720333473,4.093776468067372,-1.1858342859526427,0.7234631016870391,0.38869576677280915,0.3427814516604566,1.0814658485306077
199.5,long_regular,200.68818720333473,4.095354911318634,-1.1822522063324645,0.7306927300395469,0.3925800366538958,0.34390467274253855,1.0850095794843597
199.75,long_regular,200.93818720333473,4.096948510120221,-1.1786344471968997,0.7379532209435299,0.39648088808984294,0.3450104581276268,1.0884983013040042
200.0,long_regular,201.18818720333473,4.098557106028469,-1.1749809049376312,0.7452443422434737,0.400398196350218,0.3460987570724554,1.0919318538959626
200.25,long_regular,201.43818720333473,4.100180539191356,-1.1712914772997398,0.75256585843503,0.4043318349053569,0.34716952095150316,1.095310083848082
200.5,long_regular,201.68818720333473,4.101818648355615,-1.167566063395212,0.7599175306853735,0.40828167543730126,0.3482227032569936,1.0986328444296343
200.75,long_regular,201.93818720333473,4.103471270874058,-1.1638045637162722,0.7672991168542271,0.4122475878510947,0.3492582595988951,1.1018999955913171
201.00000000000003,long_regular,202.18818720333476,4.105138242713121,-1.1600068801486514,0.7747103715155492,0.4162294402864347,0.3502761477049203,1.1051114039652514
201.25,long_regular,202.43818720333473,4.106819398460631,-1.1561729159846137,0.7821510459798799,0.42022709912967865,0.3512763274205269,1.1082669428649845
201.5,long_regular,202.68818720333473,4.108514571333808,-1.1523025759358902,0.7896208883173387,0.4242404290261998,0.3522587607089169,1.1113664922854876
201.75,long_regular,202.93818720333473,4.110223593187461,-1.148395766146458,0.7971196433812712,0.42826929289309207,0.3532234116510372,1.1144099389031576
202.0,long_regular,203.18818720333473,4.111946294522426,-1.1444523942051408,0.8046470528325376,0.4323135519322194,0.3541702464455797,1.1173971760758168
202.25000000000003,long_regular,203.43818720333476,4.113682504494211,-1.1404723691580538,0.8122028551644356,0.43637306564360606,0.3550992334089803,1.1203281038427109
202.5,long_regular,203.68818720333473,4.115432050921861,-1.1364556015209226,0.8197867857282547,0.4404476918391665,0.35601034297541995,1.1232026289245116
202.75,long_regular,203.93818720333473,4.117194760297037,-1.1324020032911841,0.827398576759452,0.4445372866567686,0.35690354769682436,1.1260206647233155
203.0,long_regular,204.18818720333473,4.11897045779332,-1.1283114879599623,0.8350379574044451,0.4486417045746287,0.3577788222428638,1.1287821313226443
203.25,long_regular,204.43818720333473,4.120758967275715,-1.124183970523855,0.8427046537480125,0.45276079842603334,0.3586361434009532,1.131486955487444
203.5,long_regular,204.68818720333473,4.122560111310369,-1.1200193674965737,0.8503983888412969,0.45689441941438436,0.359475490076252,1.134135070664086
203.75,long_regular,204.93818720333473,4.124373711174521,-1.1158175969203588,0.8581188827304017,0.4610424171285629,0.3602968432916647,1.1367264169803666
204.0,long_regular,205.18818720333473,4.126199586866633,-1.111578578377277,0.8658658524855721,0.4652046395586079,0.3611001861878403,1.1392609412455073
204.25,long_regular,205.43818720333473,4.1280375571167465,-1.1073022330003135,0.873639012230955,0.46938093311170487,0.36188550402317227,1.1417385969501537
204.5,long_regular,205.68818720333473,4.129887439397043,-1.1029884834842707,0.8814380731749265,0.4735711426284803,0.3626527841737991,1.1441593442663776
204.75,long_regular,205.93818720333473,4.13174904993262,-1.0986372540965044,0.88926274364098,0.47777511139959655,0.3634020161336036,1.146523150047674
205.0,long_regular,206.18818720333473,4.133622203712438,-1.0942484706874729,0.8971127290991651,0.48199268118264343,0.36413319151421364,1.1488299878289652
205.25,long_regular,206.43818720333473,4.135506714500511,-1.0898220607010893,0.9049877321980674,0.48622369221932,0.3648463040450014,1.151079837826596
205.50000000000003,long_regular,206.68818720333476,4.137402394847271,-1.0853579531848871,0.9128874527973212,0.49046798325290225,0.36554134957308404,1.153272686938338
205.75,long_regular,206.93818720333473,4.139309056101137,-1.0808560787999988,0.9208115880006441,0.4947253915459922,0.36621832606332316,1.1554085287433868
